Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH,SFI,Recommendation,Type
18.803049874792027,25.1663766060598,22.61161351322441,22.877450755005903,47.52899984020894,7.0378455642152815,Low,Leguminous,Soybeans
12.440764696895576,58.16204109034889,31.57965169501349,25.63569392583649,65.51848173523413,6.81708103134011,Low,Leguminous,Soybeans
19.903538202225405,44.246985378035205,41.62892659355855,16.603153846421158,56.83668364847575,7.032231865591172,Low,Leguminous,Soybeans
10.687770422304368,29.14571222013851,22.7501001172828,23.509683294433557,55.70172734123099,7.191842879355464,Low,Leguminous,Soybeans
28.186408041575643,46.86802737623427,35.03565505748036,18.84844175552045,43.443066156076526,6.727208228474916,Low,Leguminous,Soybeans
15.175599632000338,44.72512961831583,45.43910992944748,29.443903128563697,65.80419080048304,5.677209427939358,Low,Leguminous,Cowpeas
23.25044568707964,34.326508721313616,34.63452752729218,22.25318470079887,61.68442909625451,6.475255619334422,Low,Leguminous,Soybeans
16.23422152178822,24.54230368798516,19.31837899014535,27.08988824662737,42.03005085700005,5.65529866934321,Low,Leguminous,Cowpeas
20.401360423556216,46.86292782371199,10.976031262261522,23.253398132343925,61.23505291689306,6.315086062064862,Low,Leguminous,Soybeans
20.934205586865595,40.81230803615173,44.8039549560372,15.651187992822289,56.30614652027938,6.314212978251256,Low,Leguminous,Soybeans
13.69708911051054,50.892735669425576,10.850776434015486,24.497270633910336,42.45176037240335,5.632019688280483,Low,Leguminous,Cowpeas
29.39169255529117,40.80654004447973,44.98806690736798,29.271050133099852,53.74901924585969,6.197641067938958,Low,Leguminous,Soybeans
25.50265646722229,54.0872600127416,31.15748536108848,24.024177302194968,54.54088861390141,5.72199619758263,Low,Leguminous,Cowpeas
28.789978831283783,42.07627355097942,47.56270794051585,27.28783289140185,44.97323620489827,7.1164704200184445,Low,Leguminous,Soybeans
27.89654700855297,42.437518861415455,41.951329430946615,28.26309695022612,68.37094441000846,7.395376051928942,Low,Leguminous,Soybeans
21.957999576221702,55.0661441063338,49.9173644213335,18.421196579233985,65.49926114441986,5.644632950515877,Low,Leguminous,Cowpeas
28.43748470046233,36.13931464849588,24.02847261806841,18.1806725986234,60.07067011987325,7.410230414583403,Low,Leguminous,Soybeans
11.76985004103839,25.36060913802563,40.68753155724508,24.16471483276488,53.86886683001822,6.54515319867349,Low,Leguminous,Soybeans
13.919657248382904,21.15130705253356,26.077236544369686,21.16542704710057,52.35296624753526,6.099131355907748,Low,Leguminous,Soybeans
10.90454577821076,50.20549022694476,29.195024812156355,27.59791954300081,59.529204014528624,5.653724150552327,Low,Leguminous,Cowpeas
16.506606615265287,44.81238205413859,35.1002185287348,28.500346850970168,56.36295608220716,6.501248536140835,Low,Leguminous,Soybeans
17.77354579378964,48.16319072396894,44.94708456745355,20.301320689540773,41.86819317645657,7.089031088981497,Low,Leguminous,Soybeans
15.426980635477918,28.51856646035643,49.36333876797181,18.55305838461723,55.37507946310996,6.914172954533396,Low,Leguminous,Soybeans
26.57475018303859,25.45485902347079,40.73093655458073,26.70788272865793,64.19210851698519,5.600452022927947,Low,Leguminous,Cowpeas
17.135066533871786,20.58178662671528,26.71067128669335,19.122090533222043,53.77719632790874,5.645803670735807,Low,Leguminous,Cowpeas
15.618690193747614,34.02350235226388,26.854280091082806,27.339214777705173,41.55869732662805,6.305746565265274,Low,Leguminous,Soybeans
20.853921663164968,43.59670747418532,39.50329206355566,21.356073804731444,63.588345981521,6.090580988095887,Low,Leguminous,Soybeans
12.818484499495252,35.68976180398929,19.55108583073209,25.013248489372057,46.04091346407923,5.964768646112096,Low,Leguminous,Cowpeas
26.043939615080795,37.49899688094917,14.418964525255786,16.433029707520024,47.75862504664117,6.062008997817427,Low,Leguminous,Soybeans
11.491012873595416,56.166347779749934,24.18488630563106,24.3578898701486,44.94119060296888,7.1069654865937695,Low,Leguminous,Soybeans
29.737738732010342,33.930218680932015,21.48955966616327,21.77651518105844,49.90645194614493,7.358456107263708,Low,Leguminous,Soybeans
25.444895385933147,40.55957956639243,21.8523248182396,23.79912694763211,62.70254517065905,6.310205389055133,Low,Leguminous,Soybeans
13.974313630683447,51.34612050964572,19.3443100419964,17.52021311617295,55.58157578511812,7.312222004264994,Low,Leguminous,Soybeans
10.110442342472048,35.861711292850806,11.683727585454475,26.05310617416273,46.146438224521376,6.142991402495764,Low,Leguminous,Soybeans
26.30922856909668,44.883468009114935,10.714957389336552,27.941956163148426,66.33490234456123,6.452873972687583,Low,Leguminous,Soybeans
24.137146876952343,54.49454834986981,49.50889558944126,18.25109700136164,66.38745564854588,5.952057995632,Low,Leguminous,Cowpeas
24.580143360819747,57.98082494630569,27.110925349434496,16.435718332802427,66.11735275138021,6.780952084351688,Low,Leguminous,Soybeans
25.425406933718914,25.88293923716152,25.373065886387263,15.354578790695044,47.16388634144618,7.457962230349618,Low,Leguminous,Soybeans
11.480893034681808,57.06350500645978,37.1858913077228,24.62957250664899,53.537180325429645,6.706986192086758,Low,Leguminous,Soybeans
17.169314570885454,39.68465172318153,18.730155514602565,24.106410541331712,69.54968968422625,6.215628168227098,Low,Leguminous,Soybeans
12.317381190502594,30.329775531958333,47.99844735800902,23.20046119071105,63.16037428929971,6.795634891981057,Low,Leguminous,Soybeans
27.26206851751187,38.36543024953045,41.453800576622086,18.47920644173963,40.81502263676679,5.745841356930775,Low,Leguminous,Cowpeas
22.46596253655116,59.201303011419085,13.57644009249038,20.86358993858272,41.95613773781477,7.277318160530797,Low,Leguminous,Soybeans
16.617960497052984,39.70472375971478,26.70323103139713,23.9171450277926,53.91794130436998,6.506167901559673,Low,Leguminous,Soybeans
11.271167005720471,33.150064411500324,45.16473230248658,22.45150288288754,67.27660617584681,6.398699484079284,Low,Leguminous,Soybeans
16.219646434313244,45.33603417266903,47.78928089165641,29.81678280322331,56.16105393858143,6.671729576907039,Low,Leguminous,Soybeans
16.503666440534943,29.605824751127724,28.69606044999479,17.046596288350997,54.934375241028704,6.749567725578805,Low,Leguminous,Soybeans
24.59212356676128,23.03453312434656,34.53645556842831,25.427168310713903,43.16421099869892,5.643551612453026,Low,Leguminous,Cowpeas
22.751149427104263,25.155188876425967,16.68135784368301,21.06478152156438,59.70340314172882,6.865234442446805,Low,Leguminous,Soybeans
27.74425485152653,25.121833558310897,49.646745045479065,21.42299422388422,64.66309481800677,5.983863360631059,Low,Leguminous,Cowpeas
19.444298503238983,26.07610774049177,19.26686805533773,25.763966484872643,51.41260022522687,6.927905265013179,Low,Leguminous,Soybeans
12.391884918766037,25.553086905976407,47.70927096540503,25.386542269865544,63.26835552775982,7.1450695887683935,Low,Leguminous,Soybeans
24.2648957444599,45.634989792128586,35.985865959694735,29.868839905532823,68.93429961702435,7.10791701510504,Low,Leguminous,Soybeans
25.21570097233795,27.275203375965795,34.309471795154366,16.92591434181188,46.112993773830674,6.605001934815778,Low,Leguminous,Soybeans
21.225543951389923,33.826691332954525,30.507540440660343,16.561644740762496,55.69988893584224,6.540339784621502,Low,Leguminous,Soybeans
25.41934359909122,55.87153639624047,19.226792468710347,25.86508225693112,48.614138742537264,5.785751922678823,Low,Leguminous,Cowpeas
19.875911927287817,38.95846561051489,17.06112128022033,23.675803755096137,63.78563257101519,7.050692300806271,Low,Leguminous,Soybeans
20.45465658763988,46.702309540841085,18.819448362807016,19.112409998397087,57.32780097643473,6.042818760893429,Low,Leguminous,Soybeans
18.550820367170992,26.892794848065197,17.45753048577018,16.1912905348348,59.03747252650911,6.4933908456358935,Low,Leguminous,Soybeans
10.508382534881903,27.69156075234683,41.18337894267013,16.28487374394646,63.93742478847682,6.068548185855033,Low,Leguminous,Soybeans
12.157828539866088,21.634744650659155,24.005010366669204,28.412863119961774,51.879114179873646,5.7676567259993865,Low,Leguminous,Cowpeas
10.628583713734685,26.757402522886583,12.313707062535856,17.878009870781142,67.4527020522113,6.759115393783473,Low,Leguminous,Soybeans
22.72820822527561,31.143613561278343,48.76410520563245,19.85057343173281,55.9908660173842,5.608664069645807,Low,Leguminous,Cowpeas
16.287119621526536,27.080419371069876,45.35143539853703,18.39984603340482,44.73864468506044,6.9972904682524,Low,Leguminous,Soybeans
20.171413823294056,23.548101350282224,47.11009132780852,20.32494458747906,60.87697354506408,6.135173590522234,Low,Leguminous,Soybeans
28.15132947852186,24.82543484402403,49.79631290585741,16.0413576411914,63.797840513147634,5.500269386008971,Low,Leguminous,Cowpeas
14.9858445829775,38.43115072130903,16.95580996877949,22.785896863624053,49.5028503120258,6.522258278474459,Low,Leguminous,Soybeans
18.207658460712597,28.2533487362317,25.849680756106352,16.014188453883225,65.71537770996258,5.593703817055206,Low,Leguminous,Cowpeas
25.111022770860973,34.57079444192302,40.32953902816365,27.005347617335424,67.184297642973,6.052339115641799,Low,Leguminous,Soybeans
14.57596330983245,40.13669083419428,37.84082472215169,18.505681228656496,48.30713462133427,6.913952974911433,Low,Leguminous,Soybeans
11.53959819657586,47.61579314517461,16.155836253594202,23.100178719067657,69.50564418145666,5.625379243243732,Low,Leguminous,Cowpeas
15.79502905827536,21.57248559364396,42.63332499962471,28.20118631342187,44.22134584146275,7.178676984712005,Low,Leguminous,Soybeans
13.224425745080088,51.976415956361706,18.977622873466427,24.76316053570791,46.0604700520747,5.507639845317167,Low,Leguminous,Cowpeas
28.59395304685146,45.11601557963631,18.95270459290492,22.99436679827003,45.52674517714078,5.993647738403805,Low,Leguminous,Cowpeas
26.16240759128834,23.27036127795488,31.478976915736546,19.865006296730638,66.81969130023612,6.981808112304143,Low,Leguminous,Soybeans
22.66807513020847,54.94314496427109,33.71759739366813,19.995028695872968,59.62877656974885,6.132540299458613,Low,Leguminous,Soybeans
27.42921180375436,56.83489602127253,33.203448313512446,25.04230432797285,44.563128496668185,5.703784776132027,Low,Leguminous,Cowpeas
26.07344153798229,22.44311839419455,13.659473495910197,29.91209041831751,53.20970255105047,6.220467837600856,Low,Leguminous,Soybeans
13.731401177720716,31.07510592588815,45.09843450521522,24.92758784774068,58.45894075209407,6.040786572769051,Low,Leguminous,Soybeans
27.85117996979956,52.24805119172245,20.62400170354824,23.366751260550373,42.5039225496815,7.185423804321109,Low,Leguminous,Soybeans
20.786844838313016,49.93038761534633,15.180596851312169,25.95975765358869,66.47249105222016,6.126695835170287,Low,Leguminous,Soybeans
26.14880310328125,27.38084077425509,45.54992319475909,21.97808418425577,64.10810606324605,7.077864943552014,Low,Leguminous,Soybeans
27.921825998469863,28.37397293346841,48.226059929190136,15.902135139011778,55.15620320729914,7.283744289621469,Low,Leguminous,Soybeans
16.360069499437277,34.81888411165528,44.48510469061802,23.43445223816865,69.01379845777511,6.367634839153059,Low,Leguminous,Soybeans
12.201038490553536,39.38091940764085,42.38064298899512,29.364379267580706,52.53282937825299,7.319886287708784,Low,Leguminous,Soybeans
14.558703250838834,44.73019086121184,36.20967922556087,17.629544135364895,69.52330957109493,6.254636107926386,Low,Leguminous,Soybeans
18.542155772525128,34.75654558279089,32.034294824365574,25.350073362309985,60.03759996410881,7.428156832980216,Low,Leguminous,Soybeans
26.36029531844986,38.50138864532592,13.479470396456406,18.014005329885848,59.04013819761825,5.678579049051146,Low,Leguminous,Cowpeas
27.214611665126867,49.89883752535026,26.338128522827947,23.03741526709622,44.978646858873546,6.874038533006486,Low,Leguminous,Soybeans
10.139042610623816,21.467328115623918,24.90754068049256,16.450146744700795,66.45783274913933,6.487628080913858,Low,Leguminous,Soybeans
20.21494605155132,30.09747777376083,20.39015135041305,21.755564043872777,52.82469063761845,6.275297610911294,Low,Leguminous,Soybeans
18.348220062975575,48.5339834353821,38.9368045475434,26.34244993342869,44.86700217347438,6.765423757497202,Low,Leguminous,Soybeans
14.442156209414604,55.808273507487975,29.835029403150838,20.21357286358473,40.37822559927277,6.907714183268663,Low,Leguminous,Soybeans
12.397307346673657,40.46709768462664,13.241848636305916,24.97367586730827,56.79267050915148,5.508726539300618,Low,Leguminous,Cowpeas
16.75230342807256,41.284539410612624,18.80732807799245,26.93174941184594,55.82198866368029,5.833906177494398,Low,Leguminous,Cowpeas
28.858194078250385,24.28688045359104,37.33035054638384,28.90766729219179,61.58060867107476,6.926092101268638,Low,Leguminous,Soybeans
16.464058640415104,37.89649467293819,13.045234379612008,18.5196312278318,66.70774159053406,6.832770827156413,Low,Leguminous,Soybeans
20.37581243486732,41.304690658200926,44.04827656195075,20.98973873713962,42.382197539290885,7.432095010257354,Low,Leguminous,Soybeans
24.06037917790356,29.698820145389185,29.805861080558973,17.28624019995626,61.94489471021088,7.022075580501566,Low,Leguminous,Soybeans
17.27259204758588,30.76972923797524,29.22346309306592,29.887252532375623,45.62235832292747,7.401545415462676,Low,Leguminous,Soybeans
29.43564165441921,35.091366524184906,33.6963113863807,28.90501451886443,65.74531159471492,6.905081003069614,Low,Leguminous,Soybeans
29.248945898842223,20.80284791110905,42.987238637005966,23.0993569542084,64.57190541584968,6.096104417278887,Low,Leguminous,Soybeans
15.035645916507285,32.88316662332713,23.91236831608772,27.63049941564632,56.22381264956633,5.710729844501713,Low,Leguminous,Cowpeas
19.94497011784771,28.457920279861785,37.12064610236254,22.814369659080636,61.307283958699344,7.063647726689871,Low,Leguminous,Soybeans
16.017566196335395,33.09989408711658,32.62927855983165,24.3537853200414,49.43050339551245,6.788298442951832,Low,Leguminous,Soybeans
15.696809887549351,24.79048527277005,20.681130806776853,16.33686648174025,54.13503696798444,5.596372024786593,Low,Leguminous,Cowpeas
10.737738947090657,55.6210912295958,45.14519945420632,26.32905630745212,64.64910693131415,6.220100931801957,Low,Leguminous,Soybeans
22.191286679597937,43.743698142161946,41.89704086427712,16.915702254528522,53.777955915196415,7.413599630968572,Low,Leguminous,Soybeans
20.05358046457723,47.16409276577959,36.338073386337015,27.391014453787925,50.733947959763256,6.500802291420403,Low,Leguminous,Soybeans
11.029575024999788,51.56684954429353,44.02326916376968,26.73042131505579,54.826373417509,6.365458272039409,Low,Leguminous,Soybeans
15.57292928473223,39.93768795716229,44.6917680383921,25.63117046614465,64.84747757311655,6.415399210318588,Low,Leguminous,Soybeans
28.165317719333075,23.47681152349695,38.3345190686014,15.542405707871431,50.05624142112618,5.917765448010328,Low,Leguminous,Cowpeas
14.791237813339448,41.48426167274191,43.48053313454688,19.54692533917993,45.21284779407232,6.237414341729591,Low,Leguminous,Soybeans
12.897897441824462,43.47364472083517,37.898858466771344,18.94668854866264,61.36042060992342,6.239626511974353,Low,Leguminous,Soybeans
19.78905520555126,49.8175789673732,37.205630870412016,20.402046112072785,64.77934638124245,5.604710040374945,Low,Leguminous,Cowpeas
29.71300908221201,37.26638184918718,34.74445512860737,16.31464120145758,43.019124355706,7.0351352570358365,Low,Leguminous,Soybeans
14.841105430230009,25.10321211182255,40.10866558230565,29.05436734546594,47.19622338267834,6.333008863807758,Low,Leguminous,Soybeans
23.44271094811757,31.351036231948974,16.344204211722946,23.307033610685643,44.25915969282982,7.144359773632846,Low,Leguminous,Soybeans
25.23239230657435,34.5232918559454,45.23483036795714,19.582864659870356,50.438242347465,7.200696002239791,Low,Leguminous,Soybeans
14.752750879847994,45.836689653264045,44.87374110980928,20.95472275611425,53.51052936716238,5.923988109397316,Low,Leguminous,Cowpeas
24.56432697223719,42.83113218675648,11.169891321382366,21.70803810757253,62.4647901088992,6.814706964340257,Low,Leguminous,Soybeans
17.355662654385064,34.243869035913846,43.03267002259051,24.00891500040926,59.53442754645023,6.444563608325963,Low,Leguminous,Soybeans
22.64611661187159,59.46060995171919,15.154794698937808,22.735191415447467,58.62785702435293,7.26031347584297,Low,Leguminous,Soybeans
22.670594215217896,44.230992774275485,23.40475417036568,28.79087959821626,50.57124839828963,5.931481358352908,Low,Leguminous,Cowpeas
20.71549368149517,29.48907166943978,39.74033025166431,22.45445224358745,65.24342659254279,6.855626400620088,Low,Leguminous,Soybeans
11.805795401088163,24.07129890481615,16.430395841932327,29.88237022234969,54.138615021944936,6.715504244505445,Low,Leguminous,Soybeans
26.70604991178476,26.11436556737328,42.71868096476248,27.77137436617644,69.37314814045463,6.090602955143666,Low,Leguminous,Soybeans
16.415601299434716,29.838309135380324,43.28536711830968,18.12765771536004,59.024264148872106,5.773201807302345,Low,Leguminous,Cowpeas
13.730370207997083,26.427254930382222,30.298709350433448,28.958928219658745,43.78794224693508,6.803279520954553,Low,Leguminous,Soybeans
10.815502831095278,27.462680962052232,10.255434868673344,16.745495968282142,60.28532686226302,6.977194916264661,Low,Leguminous,Soybeans
21.81785886376484,31.403806747753883,21.48152532699651,27.261745627367876,49.75312046295097,6.1312546875267,Low,Leguminous,Soybeans
23.55128723684565,26.93494381179019,34.67707673502969,20.709349402148703,60.58981590058292,6.789665208044628,Low,Leguminous,Soybeans
10.331756578557124,55.870616985057005,49.24744712109694,28.169614806676044,42.089234444872176,6.290261815223007,Low,Leguminous,Soybeans
20.24186116598562,23.20934982646569,35.272541080666734,28.02085035161176,45.24644311527878,6.926413766565235,Low,Leguminous,Soybeans
14.529915503958758,40.98045558281019,20.39214324256639,27.08888100176432,65.67211776717359,5.898430549788106,Low,Leguminous,Cowpeas
22.903455808189,36.41587307958646,35.360228123984456,26.85045654460592,46.81538671070545,7.280430005272349,Low,Leguminous,Soybeans
13.48732858009983,59.29514467634426,31.599415188634215,19.57018708647061,65.1112337572882,6.07481919293116,Low,Leguminous,Soybeans
23.81875476204932,24.48155608672209,41.19381580604575,16.213789245768783,48.37828265363231,6.235571975512306,Low,Leguminous,Soybeans
17.734706926010748,35.91422396182966,14.279225553078335,21.04470268147742,59.28645730176123,5.6161839041607,Low,Leguminous,Cowpeas
28.73459977473469,58.77881733101476,40.44111610008112,17.60286772479763,60.82451720529493,5.723024424642553,Low,Leguminous,Cowpeas
12.750418882919863,54.62028503575921,31.65066314704441,25.424266333536927,55.37964259435159,6.531723805424656,Low,Leguminous,Soybeans
16.82132702100517,52.6828828379712,48.51968015435978,20.191495898066783,49.15932030090194,6.035185353455943,Low,Leguminous,Soybeans
12.269470424811782,30.316113081797592,23.674886641547445,29.63415301289872,46.379331291132885,7.1709604514843885,Low,Leguminous,Soybeans
28.493872365571256,26.835503495602637,35.304875725357924,24.61458116017998,40.995680636872784,5.529386777309908,Low,Leguminous,Cowpeas
27.54678706761962,46.74572879697724,47.2811242204007,27.33720845451541,49.11839203722171,6.258188097343872,Low,Leguminous,Soybeans
15.158832554303112,57.17503956510343,14.10038911962717,16.987870091127725,59.594883715938494,6.174691093538185,Low,Leguminous,Soybeans
23.19968092068358,42.27051572055719,47.48913948945805,27.93021723408934,68.14914455345448,5.538655261835202,Low,Leguminous,Cowpeas
26.34444400402432,42.864507578796,37.51542889203253,28.841357857700917,66.13613446789157,5.748736798001021,Low,Leguminous,Cowpeas
21.10401623198925,31.199163746411365,12.713482364206875,22.30592878228404,62.98194329605908,6.32728534983727,Low,Leguminous,Soybeans
20.59301156712013,50.779717327677474,22.03854267787265,24.093794066264664,63.65342029759896,6.485729168894894,Low,Leguminous,Soybeans
14.837045818009036,27.481749942300937,38.32688354581126,26.472147013544934,59.94954710427986,6.308579494509738,Low,Leguminous,Soybeans
11.862055356117985,32.947169456169746,12.694024058750868,17.622579408906187,47.80860572698009,6.561875356824188,Low,Leguminous,Soybeans
27.944315159066534,37.01745754465667,33.28681840705093,22.538491146951635,67.21585092117489,6.690263349811363,Low,Leguminous,Soybeans
28.008361143266608,40.3044151473782,23.83532227811827,20.979945416584695,60.12196935717502,5.519847642255671,Low,Leguminous,Cowpeas
22.66202914546536,29.696389296603208,34.83662071069908,17.195609882433736,56.8132189294132,6.428190318907008,Low,Leguminous,Soybeans
16.780595820974014,24.59347298956814,11.829681352500517,20.51301633437297,43.32968407640443,7.426998481775176,Low,Leguminous,Soybeans
16.984191492253217,44.4248016976653,44.86147224609505,16.022584640782405,53.411666314192765,6.538064560259097,Low,Leguminous,Soybeans
24.519113577404788,31.54522212961023,48.93955876709588,15.387178604242305,53.81074813605779,6.855084534917906,Low,Leguminous,Soybeans
27.942205199051543,43.24952885690449,48.75511421142766,17.02749433732234,65.9369082856801,6.123727715833766,Low,Leguminous,Soybeans
27.741728485302342,26.174508610968093,39.98607326971699,29.44672667383761,56.399446605633656,7.047982756305525,Low,Leguminous,Soybeans
25.59751091715248,39.2456040741927,15.20344960522528,23.242943038425253,51.41201646911229,7.04584296375223,Low,Leguminous,Soybeans
22.84063292308576,41.30357730206343,40.3305278371609,29.487332417298298,69.30400985531978,6.542592095308278,Low,Leguminous,Soybeans
11.682799299900976,22.07294147289708,10.98347665835206,21.487468174951974,43.32161779978947,7.452027646558427,Low,Leguminous,Soybeans
13.232574281892276,33.46417112775683,10.88494206115989,19.67724199627889,52.67645284935834,5.751100429525307,Low,Leguminous,Cowpeas
27.971083770541583,25.37658707755897,22.94440876598165,22.59212794260366,41.26074025514216,5.5338953297791615,Low,Leguminous,Cowpeas
22.1285811931918,22.534998818910708,29.545727616186632,21.59267532949365,62.19712362300791,7.040316423514192,Low,Leguminous,Soybeans
10.183941032332593,59.59840929559781,40.816296712311726,16.58497026392616,67.54229656597451,7.114311074729765,Low,Leguminous,Soybeans
12.029430857320644,32.89415379898892,37.33181506426021,24.61239472035309,48.401119886514685,5.740414458241153,Low,Leguminous,Cowpeas
23.270035382161115,52.3949778341854,27.83610825506993,18.240572737643998,65.75025030397363,6.031165665917213,Low,Leguminous,Soybeans
10.101231676924376,30.185626190550558,20.94506665126664,24.29381932346745,48.766546913856935,5.535104726733258,Low,Leguminous,Cowpeas
13.216161028349973,47.26010888895717,49.884980006308446,24.753016385972305,67.32310484931746,6.086617221561129,Low,Leguminous,Soybeans
20.974675787331723,50.409114395587466,27.04725208943892,17.280372796929722,62.61885710790352,7.046283747837343,Low,Leguminous,Soybeans
23.837903953853864,43.82554962431377,28.05548097318702,15.92024440666002,64.14720330524315,6.535921055425158,Low,Leguminous,Soybeans
23.03922519005201,38.863047542006335,16.544952847666767,26.7114237910266,40.54019666801364,6.196191186336576,Low,Leguminous,Soybeans
14.485386189211196,36.47363656589074,41.79238194999718,21.8970063565398,68.88431071222078,6.243478589812661,Low,Leguminous,Soybeans
24.24358442695072,33.95473066171981,37.74728903125954,15.872456932582136,61.8001297621097,5.5027072514309365,Low,Leguminous,Cowpeas
14.744981749936002,57.18116576991304,18.830784511550416,29.922994757546505,49.142532861584,6.099601055130472,Low,Leguminous,Soybeans
16.507993963185356,53.22477631150917,13.295241824633708,15.8667084149455,64.8818399457654,6.792917483275861,Low,Leguminous,Soybeans
24.92982810236048,58.601076426660505,37.21997208298852,25.4255284328783,48.4456359524479,7.448388887632714,Low,Leguminous,Soybeans
22.99265798094429,24.971888939421788,36.18044857124541,29.755183878951204,66.18261518698384,7.194121653967799,Low,Leguminous,Soybeans
